gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
Male,1,31,81.44,2524.64,0
Male,0,6,22.8,136.8,0
Male,0,11,113.18,1244.98,0
Female,0,12,72.3,867.5999999999999,0
Female,0,66,24.32,1605.12,1
Male,1,53,54.25,2875.25,0
Male,1,36,27.68,996.48,0
Male,0,17,59.29,1007.93,0
Male,0,28,86.99,2435.72,0
Male,0,22,66.99,1473.78,0
Female,1,7,58.37,408.59,1
Male,0,15,31.92,478.8,0
Female,0,11,44.49,489.39,1
Male,0,24,30.01,720.24,0
Female,0,67,100.75,6750.25,1
Female,0,30,33.52,1005.6,1
Female,1,70,79.54,5567.8,0
Female,0,66,54.27,3581.82,0
Female,0,61,42.6,2598.6,0
Female,0,41,83.95,3441.9500000000003,0
Male,0,51,65.7,3350.7000000000003,0
Female,1,44,60.01,2640.44,0
Male,0,13,79.29,1030.77,0
Female,0,12,69.13,829.56,0
Female,0,9,50.35,453.15,0
Male,0,48,75.91,3643.68,0
Female,0,49,86.95,4260.55,0
Male,0,53,22.67,1201.51,1
Male,0,56,66.59,3729.04,0
Male,0,40,25.77,1030.8,1
Male,0,24,38.64,927.36,0
Female,0,33,76.05,2509.65,0
Female,0,23,106.62,2452.26,0
Male,0,54,108.28,5847.12,1
Female,1,53,26.99,1430.47,0
Female,1,49,61.91,3033.59,0
Male,0,49,78.3,3836.7,0
Female,0,60,34.71,2082.6,0
Male,0,65,96.54,6275.1,0
Male,0,32,94.42,3021.44,0
Female,1,21,110.33,2316.93,0
Female,0,18,20.85,375.3,0
Female,0,60,41.67,2500.2000000000003,0
Male,1,13,102.72,1335.36,0
Male,1,24,87.06,2089.44,0
Female,0,30,109.44,3283.2,0
Female,0,2,25.72,51.44,1
Female,0,25,79.7,1992.5,0
Female,0,50,76.9,3845.000000000001,0
Male,1,14,23.57,329.98,0
Female,1,6,71.35,428.1,0
Male,0,30,80.95,2428.5,0
Male,0,30,39.13,1173.9,0
Female,1,38,47.33,1798.54,1
Female,0,58,84.03,4873.74,0
Female,0,41,66.83,2740.03,1
Male,0,57,105.8,6030.599999999999,0
Female,0,36,54.24,1952.64,0
Female,0,64,46.67,2986.88,0
Male,0,16,118.49,1895.84,1
Female,0,14,111.11,1555.54,0
Male,0,31,22.9,709.9,0
Female,0,66,97.07,6406.62,1
Male,0,68,31.03,2110.04,1
Female,0,65,22.75,1478.75,1
Female,1,55,47.37,2605.35,1
Male,0,40,46.93,1877.2,0
Male,0,25,101.93,2548.25,0
Female,0,25,91.07,2276.75,0
Male,1,3,118.16,354.48,1
Male,0,69,91.15,6289.35,0
Male,0,26,61.83,1607.58,0
Male,0,40,89.89,3595.6,0
Female,0,38,119.95,4558.1,0
Female,0,38,91.01,3458.38,0
Male,0,68,96.17,6539.56,1
Male,0,7,113.84,796.88,0
Male,0,30,31.37,941.1,0
Male,0,19,90.48,1719.12,1
Female,0,35,105.08,3677.8,1
Female,0,33,115.44,3809.52,1
Male,0,33,41.1,1356.3,0
Male,0,38,70.39,2674.82,1
Male,0,10,88.06,880.6,1
Female,0,57,44.75,2550.75,0
Male,1,28,80.05,2241.4,0
Female,1,38,45.76,1738.88,1
Male,0,16,53.35,853.6,0
Female,0,21,64.15,1347.15,0
Male,0,6,72.92,437.52,0
Female,1,41,64.94,2662.54,0
Male,0,15,69.32,1039.8,0
Male,0,3,49.86,149.57999999999998,0
Male,0,43,35.9,1543.7,0
Female,0,47,24.73,1162.31,0
Male,1,14,39.6,554.4,0
Female,0,66,78.19,5160.54,0
Female,0,29,98.61,2859.69,0
Male,1,4,36.92,147.68,0
Male,0,26,30.86,802.36,1
Male,0,12,94.93,1139.16,1
Female,0,2,50.52,101.04,1
Male,1,17,115.15,1957.55,0
Female,0,35,91.43,3200.05,1
Female,0,10,52.68,526.8,0
Male,0,43,48.95,2104.85,1
Male,0,21,72.37,1519.77,0
Male,0,15,27.91,418.65,1
Male,0,35,31.77,1111.95,0
Male,0,60,37.59,2255.4,0
Male,1,44,97.47,4288.68,0
Female,0,5,71.39,356.95,0
Female,0,18,21.06,379.08,0
Female,0,21,87.35,1834.35,1
Male,0,51,62.37,3180.87,1
Female,1,41,71.09,2914.69,1
Female,0,24,41.41,993.84,0
Female,0,24,75.18,1804.32,1
Female,0,38,117.92,4480.96,1
Female,0,44,27.34,1202.96,0
Male,0,57,48.39,2758.23,0
Male,0,59,44.3,2613.7,0
Female,0,34,44.85,1524.9,0
Female,0,23,57.87,1331.01,0
Female,0,43,101.81,4377.83,0
Male,0,40,111.29,4451.6,1
Male,1,47,40.22,1890.34,0
Female,0,41,74.29,3045.8900000000003,0
Male,0,47,83.69,3933.43,1
Male,0,20,72.18,1443.6,0
Female,0,65,63.41,4121.65,0
Male,0,68,39.2,2665.6000000000004,1
Male,1,24,68.82,1651.6799999999998,0
Female,0,36,60.12,2164.32,0
Male,1,45,99.56,4480.2,0
Male,0,2,96.36,192.72,0
Female,0,28,33.4,935.2,0
Male,1,26,28.85,750.1,1
Male,0,23,110.82,2548.86,1
Female,1,36,73.55,2647.8,1
Female,0,6,105.78,634.6800000000001,1
Female,1,35,25.82,903.7,0
Male,0,38,72.65,2760.7000000000003,0
Female,0,35,73.94,2587.9,0
Male,0,53,106.07,5621.71,0
Female,0,38,29.76,1130.88,0
Male,0,59,44.04,2598.36,0
Female,0,43,60.65,2607.95,0
Female,0,4,106.58,426.32,1
Female,0,5,113.89,569.45,0
Female,0,68,119.27,8110.36,0
Male,0,45,115.92,5216.4,0
Female,0,25,20.59,514.75,0
Female,0,11,24.77,272.47,0
Male,0,29,34.76,1008.04,1
Female,0,34,54.89,1866.26,1
Male,0,14,102.99,1441.86,0
Female,1,24,109.27,2622.48,0
Female,1,59,38.68,2282.12,0
Female,0,39,81.97,3196.83,0
Male,0,26,111.74,2905.24,0
Female,0,43,66.37,2853.9100000000003,0
Female,0,36,30.35,1092.6,0
Female,0,39,65.78,2565.42,1
Male,0,61,57.58,3512.38,1
Male,0,16,77.77,1244.32,0
Female,0,59,63.87,3768.33,0
Male,0,6,21.73,130.38,0
Female,1,56,119.4,6686.400000000001,0
Female,0,8,74.35,594.8,0
Female,1,27,67.36,1818.72,0
Female,1,71,115.46,8197.66,0
Female,0,27,35.59,960.93,0
Female,0,46,38.92,1790.3200000000002,1
Female,0,41,100.8,4132.8,0
Male,1,25,46.08,1152.0,1
Male,1,18,99.92,1798.56,0
Male,0,12,47.15,565.8,0
Male,0,51,23.32,1189.32,0
Male,0,39,71.7,2796.3,0
Male,0,10,39.67,396.7000000000001,0
Male,0,54,95.78,5172.12,0
Female,1,29,84.12,2439.48,0
Female,0,41,112.36,4606.76,0
Female,0,9,98.3,884.6999999999999,1
Female,0,63,38.08,2399.04,0
Male,0,37,100.02,3700.74,0
Male,0,14,84.17,1178.38,0
Female,0,39,86.9,3389.1000000000004,0
Female,1,40,103.23,4129.2,0
Male,1,54,77.38,4178.52,0
Female,0,3,66.6,199.8,0
Female,1,55,83.66,4601.3,1
Female,0,33,49.8,1643.4,1
Female,0,71,38.26,2716.46,0
Male,0,19,81.66,1551.54,0
Female,0,34,43.38,1474.92,0
Female,1,50,27.99,1399.5,0
Male,0,47,20.06,942.82,0
Male,0,46,80.83,3718.18,0
Female,0,56,56.21,3147.76,0
Male,0,57,95.23,5428.110000000001,0
Female,0,51,57.52,2933.52,0
Female,0,54,68.6,3704.4,0
Male,0,28,60.71,1699.88,1
Female,0,19,85.06,1616.14,0
Female,1,27,55.61,1501.47,0
Female,0,48,116.38,5586.24,1
Female,0,19,113.61,2158.59,1
Male,0,51,104.8,5344.8,0
Male,0,7,112.03,784.21,0
Female,0,29,64.91,1882.39,1
Male,0,43,73.64,3166.52,1
Female,1,69,94.21,6500.49,0
Female,0,58,89.61,5197.38,0
Female,1,8,109.07,872.56,1
Female,1,42,91.63,3848.46,0
Female,0,42,119.79,5031.18,0
Male,0,13,54.85,713.0500000000001,0
Female,0,26,103.3,2685.8,0
Male,1,18,89.76,1615.68,0
Male,1,42,89.14,3743.88,0
Female,0,51,52.58,2681.58,0
Female,0,16,98.56,1576.96,1
Female,0,3,110.04,330.12,0
Female,1,45,41.85,1883.25,0
Female,1,22,82.55,1816.1,0
Male,0,23,59.21,1361.83,1
Female,0,59,118.95,7018.05,0
Female,0,62,67.88,4208.56,0
Male,0,68,42.83,2912.44,0
Male,1,54,58.19,3142.26,1
Female,0,57,85.38,4866.66,0
Male,0,23,27.61,635.03,0
Female,0,60,80.36,4821.6,0
Male,1,55,113.12,6221.6,1
Male,0,63,105.04,6617.52,0
Female,0,56,26.77,1499.12,0
Male,0,55,119.34,6563.7,0
Male,1,25,89.87,2246.75,1
Male,1,26,36.23,941.98,0
Male,0,49,21.24,1040.76,0
Male,0,63,37.13,2339.19,0
Male,0,45,103.82,4671.9,1
Female,0,39,22.16,864.24,0
Female,0,65,43.31,2815.15,0
Male,1,69,95.73,6605.37,1
Female,0,56,78.61,4402.16,0
Female,1,9,98.27,884.43,0
Female,0,70,94.62,6623.400000000001,0
Male,0,28,25.06,701.68,0
Female,0,45,109.25,4916.25,0
Male,0,26,42.7,1110.2,1
Female,0,28,75.34,2109.52,0
Male,0,40,84.43,3377.2000000000003,1
Male,0,15,36.86,552.9,0
Female,0,6,117.62,705.72,0
Female,0,27,68.82,1858.14,0
Male,1,38,25.76,978.88,1
Female,0,68,113.73,7733.64,0
Female,1,64,78.63,5032.32,0
Female,0,30,89.92,2697.6,0
Male,0,3,72.52,217.56,0
Male,0,62,103.47,6415.14,0
Female,1,12,23.31,279.72,0
Female,0,30,46.84,1405.2,1
Female,0,38,66.96,2544.48,0
Male,0,60,27.66,1659.6,0
Male,0,38,90.59,3442.42,0
Female,0,15,59.37,890.55,0
Female,0,18,47.27,850.86,0
Female,0,52,20.34,1057.68,1
Female,1,29,91.98,2667.42,0
Female,0,60,103.38,6202.799999999999,0
Female,0,21,59.5,1249.5,0
Male,0,17,76.42,1299.14,1
Female,0,18,42.77,769.86,0
Male,0,57,82.22,4686.54,0
Female,0,37,21.21,784.77,0
Female,1,60,68.86,4131.6,0
Male,1,38,84.42,3207.96,0
Male,1,12,111.82,1341.84,0
Male,0,1,58.13,58.13,0
Male,0,58,96.52,5598.16,0
Female,0,3,79.77,239.31,0
Male,0,63,112.7,7100.1,0
Female,0,21,59.84,1256.64,0
Male,0,23,51.91,1193.9299999999998,1
Female,0,9,108.71,978.39,0
Female,0,55,24.92,1370.6,0
Female,0,19,33.64,639.16,0
Female,0,62,28.24,1750.88,0
Female,0,39,104.31,4068.09,1
Female,0,27,21.06,568.62,0
Male,0,46,106.17,4883.82,0
Female,0,34,65.13,2214.42,0
Male,1,33,20.4,673.1999999999999,1
Male,0,50,60.16,3008.0,0
Female,0,20,38.68,773.6,1
Male,0,40,82.44,3297.6,0
Female,0,58,87.94,5100.52,0
Male,1,31,68.75,2131.25,0
Female,0,38,24.05,913.9,0
Male,0,45,85.61,3852.45,0
Female,1,41,104.2,4272.2,0
Female,0,9,92.03,828.27,0
Female,0,9,103.0,927.0,0
Female,0,63,40.05,2523.15,0
Male,0,22,108.89,2395.58,0
Female,0,16,52.22,835.52,0
Male,0,32,21.34,682.88,0
Male,1,66,104.34,6886.4400000000005,0
Male,0,14,114.18,1598.52,0
Female,0,38,85.56,3251.28,1
Male,0,8,43.14,345.12,0
Male,1,21,45.17,948.57,0
Male,1,56,66.66,3732.96,0
Female,0,46,109.78,5049.88,1
Female,0,43,34.96,1503.28,0
Male,0,46,102.6,4719.599999999999,1
Female,0,48,49.13,2358.24,0
Female,0,70,100.86,7060.2,0
Male,0,31,112.03,3472.93,1
Male,0,33,62.75,2070.75,0
Female,1,44,56.51,2486.44,1
Male,0,71,100.22,7115.62,0
Female,1,8,72.95,583.6,0
Female,0,2,88.44,176.88,0
Female,0,17,82.28,1398.76,0
Female,0,52,35.29,1835.08,0
Female,0,45,104.48,4701.6,0
Female,0,37,39.58,1464.46,0
Male,0,42,113.23,4755.66,0
Male,0,44,45.06,1982.64,0
Female,0,38,93.39,3548.82,0
Female,0,6,48.47,290.82,0
Female,0,68,51.78,3521.04,0
Male,0,51,51.0,2601.0,0
Female,0,35,94.79,3317.65,1
Male,1,58,75.68,4389.4400000000005,0
Female,0,57,108.3,6173.099999999999,0
Female,0,6,50.74,304.44,0
Male,0,13,89.2,1159.6,0
Male,0,59,95.29,5622.110000000001,1
Female,1,30,35.15,1054.5,0
Female,0,2,60.06,120.12,0
Female,0,58,68.28,3960.24,0
Male,0,36,55.57,2000.52,0
Male,0,45,52.21,2349.45,0
Male,1,9,88.64,797.76,0
Male,0,65,41.59,2703.3500000000004,0
Male,0,50,90.94,4547.0,0
Male,0,32,113.5,3632.0,0
Female,0,43,76.52,3290.36,0
Female,0,54,81.14,4381.56,0
Male,0,47,26.89,1263.83,1
Female,0,14,106.45,1490.3,1
Female,1,48,48.54,2329.92,1
Male,0,55,81.51,4483.05,0
Female,0,29,117.91,3419.39,0
Male,0,47,79.55,3738.85,0
Male,1,63,92.47,5825.61,0
Female,0,19,64.53,1226.07,0
Male,0,9,26.04,234.36,0
Male,0,37,99.76,3691.12,0
Male,0,52,23.5,1222.0,0
Male,0,57,90.07,5133.99,1
Male,0,28,22.29,624.12,1
Male,0,36,106.23,3824.28,1
Male,0,64,35.76,2288.64,1
Male,0,18,71.43,1285.7400000000002,0
Female,1,35,79.72,2790.2,0
Female,1,68,65.75,4471.0,1
Female,0,39,54.08,2109.12,0
Male,0,8,66.78,534.24,1
Male,0,15,51.14,767.1,1
Female,0,7,63.81,446.67,0
Female,1,17,55.89,950.13,0
Female,0,64,76.62,4903.68,0
Male,0,12,43.79,525.48,0
Female,0,56,118.87,6656.72,0
Female,0,46,70.09,3224.1400000000003,0
Male,0,47,39.42,1852.74,0
Female,0,16,67.71,1083.36,0
Male,0,69,106.64,7358.16,1
Male,0,2,22.18,44.36,0
Male,0,54,87.96,4749.839999999999,0
Female,1,27,74.8,2019.6,0
Female,0,31,36.96,1145.76,0
Male,1,41,101.75,4171.75,1
Female,0,36,56.89,2048.04,0
Female,0,47,49.38,2320.86,1
Female,0,43,102.81,4420.83,0
Female,1,65,83.85,5450.25,1
Male,1,50,109.83,5491.5,1
Female,0,1,82.99,82.99,0
Male,1,57,94.08,5362.56,0
Male,1,16,103.64,1658.24,1
Female,0,28,25.47,713.16,0
Male,0,22,97.6,2147.2,1
Female,1,41,81.37,3336.17,1
Female,1,19,26.95,512.05,1
Male,0,50,70.86,3543.0,0
Male,1,59,28.25,1666.75,0
Male,0,69,93.59,6457.71,0
Male,0,34,74.65,2538.1000000000004,0
Female,0,39,115.36,4499.04,1
Female,0,7,38.31,268.17,0
Female,0,52,80.6,4191.2,0
Male,0,60,41.16,2469.6,1
Male,1,52,81.41,4233.32,0
Male,0,24,92.26,2214.24,0
Female,0,26,92.23,2397.98,0
Male,0,10,101.51,1015.1,0
Female,0,17,105.36,1791.12,0
Male,1,2,27.73,55.46,0
Female,0,27,54.33,1466.91,0
Female,1,71,88.71,6298.41,1
Male,0,48,69.86,3353.28,0
Male,0,9,39.07,351.63,1
Female,0,23,75.27,1731.2099999999998,1
Female,0,71,60.74,4312.54,0
Male,0,27,59.0,1593.0,0
Male,0,71,100.98,7169.58,0
Female,0,43,60.76,2612.68,0
Male,0,7,22.65,158.54999999999998,1
Female,0,63,25.81,1626.03,0
Female,0,44,105.62,4647.280000000001,0
Male,0,39,116.06,4526.34,0
Male,0,40,88.84,3553.6000000000004,0
Male,1,7,56.44,395.08,1
Male,0,70,113.86,7970.2,0
Male,0,25,86.28,2157.0,0
Female,1,59,104.43,6161.370000000001,0
Female,0,13,96.59,1255.67,0
Male,0,62,57.91,3590.42,1
Male,0,8,67.87,542.96,1
Male,0,45,38.61,1737.45,1
Female,1,18,49.2,885.6,1
Male,1,60,97.81,5868.6,0
Male,1,60,109.4,6564.0,0
Female,0,2,92.45,184.9,0
Female,0,66,66.52,4390.32,0
Male,0,14,28.65,401.1,0
Male,0,48,25.69,1233.12,0
Male,0,56,57.43,3216.08,0
Female,0,12,66.38,796.56,0
Male,0,55,80.91,4450.05,0
Male,0,28,20.65,578.1999999999999,0
Male,1,4,118.97,475.88,0
Female,1,36,56.39,2030.04,1
Female,0,50,104.81,5240.5,0
Male,0,3,73.5,220.5,0
Male,0,1,33.04,33.04,1
Female,1,17,99.76,1695.92,0
Female,0,71,90.98,6459.58,0
Female,0,62,72.74,4509.88,0
Female,0,48,71.46,3430.08,0
Female,0,62,28.75,1782.5,1
Female,0,69,85.58,5905.02,0
Female,0,19,111.12,2111.28,0
Female,0,34,29.32,996.88,1
Female,0,49,46.35,2271.15,0
Male,0,47,110.23,5180.81,0
Male,0,50,48.43,2421.5,1
Male,1,26,85.39,2220.14,0
Female,0,56,73.48,4114.88,1
Male,1,14,79.63,1114.82,0
Female,0,25,61.58,1539.5,0
Female,0,4,50.0,200.0,1
Male,0,32,24.85,795.2,0
Female,0,65,94.43,6137.950000000001,1
Male,0,61,94.61,5771.21,0
Male,0,20,87.07,1741.4,0
Male,0,10,84.36,843.6,0
Female,0,34,44.37,1508.58,1
Male,1,61,22.23,1356.03,0
Female,1,27,100.87,2723.49,0
Male,0,40,69.11,2764.4,0
Male,1,65,50.68,3294.2,0
Male,0,33,30.19,996.27,1
Female,0,68,26.27,1786.36,0
Female,1,71,54.89,3897.19,0
Female,0,9,100.47,904.23,0
Male,0,16,111.87,1789.92,0
Male,0,5,109.68,548.4000000000001,0
Female,1,23,112.0,2576.0,1
Female,1,43,110.77,4763.11,1
Female,0,57,72.72,4145.04,1
Female,0,51,41.94,2138.94,1
Female,0,13,99.8,1297.4,0
Female,0,24,41.37,992.88,0
Male,0,11,46.72,513.92,0
Female,0,52,43.33,2253.16,0
Male,0,17,71.5,1215.5,0
Male,0,37,52.18,1930.66,0
Female,0,13,35.42,460.46,0
Female,0,62,65.32,4049.84,0
Male,1,8,107.39,859.12,0
Female,0,56,77.06,4315.360000000001,1
Female,0,70,107.83,7548.099999999999,1
Male,0,44,39.59,1741.96,0
Male,0,60,36.7,2202.0,0
Male,0,41,77.56,3179.96,0
Female,0,21,66.33,1392.93,0
Male,0,42,86.02,3612.84,0
Female,0,29,99.46,2884.34,0
Male,0,65,95.13,6183.45,0
Male,0,17,114.23,1941.91,0
Male,1,30,59.83,1794.9,1
Female,0,26,40.64,1056.64,0
Female,0,53,75.09,3979.77,1
Male,0,19,31.07,590.33,0
Male,0,53,48.89,2591.17,0
Male,0,17,40.79,693.43,0
Female,0,46,59.66,2744.36,0
Male,0,53,31.12,1649.36,0
Female,0,64,23.18,1483.52,0
Male,0,45,85.68,3855.6,0
Male,0,49,81.02,3969.98,0
Male,0,19,90.84,1725.96,0
Male,0,71,86.04,6108.84,0
Male,0,65,31.43,2042.95,1
Male,0,37,49.11,1817.07,1
Female,0,70,32.95,2306.5,0
Male,1,26,104.3,2711.8,0
Female,0,2,94.69,189.38,0
Male,1,59,40.15,2368.85,0
Male,0,5,54.13,270.65000000000003,0
Female,0,37,116.66,4316.42,0
Male,0,31,79.42,2462.02,0
Female,1,48,100.12,4805.76,0
Female,0,6,46.46,278.76,0
Male,0,15,41.01,615.15,0
Female,0,15,98.39,1475.85,1
Female,0,61,88.59,5403.99,1
Male,0,16,88.1,1409.6,0
Female,1,20,75.26,1505.2,0
Male,1,44,76.36,3359.84,0
Male,0,42,93.57,3929.94,0
Male,1,46,47.0,2162.0,0
Male,0,34,55.28,1879.52,0
Female,0,64,107.16,6858.24,0
Male,0,29,50.89,1475.81,1
Male,0,3,74.63,223.89,0
Female,1,9,90.26,812.34,0
Male,0,25,119.99,2999.75,0
Male,0,42,63.53,2668.26,0
Female,0,46,62.81,2889.26,0
Female,0,59,104.26,6151.34,0
Female,0,21,100.55,2111.55,0
Female,1,22,93.11,2048.42,0
Female,1,29,66.32,1923.28,0
Female,0,63,52.39,3300.57,1
Female,0,61,80.87,4933.070000000001,0
Male,0,64,107.62,6887.68,0
Female,0,69,108.38,7478.219999999999,0
Female,0,40,30.85,1234.0,0
Female,0,1,62.84,62.84,0
Male,0,65,66.47,4320.55,0
Male,0,62,117.76,7301.12,0
Female,0,54,87.8,4741.2,0
Female,0,60,60.72,3643.2,1
Female,0,46,22.61,1040.06,0
Male,0,5,76.54,382.7000000000001,0
Male,1,22,29.61,651.42,0
Female,0,53,103.44,5482.32,0
Male,1,70,95.25,6667.5,1
Female,0,32,66.05,2113.6,0
Male,0,11,62.92,692.12,0
Male,0,10,109.73,1097.3,1
Female,1,39,48.85,1905.15,1
Female,0,31,44.9,1391.9,1
Female,0,12,113.92,1367.04,0
Female,0,38,100.92,3834.96,1
Male,0,67,102.06,6838.02,0
Male,0,66,39.52,2608.32,1
Male,1,52,34.33,1785.16,0
Female,0,5,22.6,113.0,0
Male,0,11,43.7,480.7000000000001,0
Female,0,25,97.42,2435.5,0
Male,0,35,44.0,1540.0,1
Female,0,35,92.91,3251.85,0
Female,0,22,45.19,994.18,0
Male,0,37,59.53,2202.61,1
Female,0,55,118.32,6507.599999999999,0
Female,0,64,44.48,2846.72,1
Male,1,20,57.64,1152.8,1
Female,0,4,50.11,200.44,0
Female,0,18,30.96,557.28,0
Female,0,51,68.99,3518.49,1
Male,0,68,57.87,3935.16,0
Male,0,20,89.49,1789.8,0
Female,0,9,101.76,915.84,0
Male,0,26,74.42,1934.92,0
Female,1,25,23.22,580.5,0
Female,0,68,81.89,5568.52,0
Female,0,41,25.54,1047.14,0
Female,0,59,81.64,4816.76,1
Female,0,45,88.5,3982.5,0
Male,0,41,39.78,1630.98,0
Female,1,38,101.93,3873.34,0
Male,0,19,111.11,2111.09,0
Male,0,14,101.31,1418.34,1
Female,0,21,50.51,1060.71,0
Female,0,15,78.66,1179.9,1
Male,0,3,111.48,334.44,0
Male,0,37,52.07,1926.59,1
Male,0,46,102.0,4692.0,0
Female,0,16,20.95,335.2,0
Male,0,14,20.36,285.04,0
Female,1,9,95.97,863.73,0
Female,0,7,96.14,672.98,0
Female,1,14,98.9,1384.6,0
Male,0,6,113.0,678.0,0
Female,0,15,31.79,476.85,0
Female,0,52,43.2,2246.4,0
Female,0,34,110.37,3752.58,0
Female,0,1,37.72,37.72,0
Female,0,69,88.22,6087.18,0
Male,0,20,73.05,1461.0,0
Female,1,7,28.32,198.24,0
Female,0,7,48.53,339.71000000000004,0
Male,0,50,72.04,3602.0000000000005,0
Female,0,2,105.24,210.48,0
Male,1,47,90.75,4265.25,0
Female,0,14,82.19,1150.66,0
Male,0,31,69.6,2157.6,0
Male,0,50,49.87,2493.5,0
Female,0,61,31.92,1947.12,0
Female,1,41,60.91,2497.31,0
Female,0,14,22.85,319.90000000000003,0
Male,0,5,41.11,205.55,0
Male,1,5,63.25,316.25,0
Male,0,64,61.86,3959.04,0
Female,0,29,24.43,708.47,0
Male,0,5,78.91,394.55,0
Male,0,36,74.97,2698.92,0
Female,0,19,27.81,528.39,0
Male,0,64,114.32,7316.48,1
Male,0,22,29.94,658.6800000000001,0
Female,0,34,105.48,3586.32,0
Male,0,56,20.03,1121.68,1
Female,1,17,108.23,1839.91,0
Female,0,56,21.97,1230.32,1
Female,0,17,95.78,1628.26,0
Female,0,18,56.17,1011.06,0
Female,0,45,93.82,4221.9,0
Male,0,56,60.17,3369.52,0
Male,0,50,27.09,1354.5,0
Female,0,58,96.75,5611.5,0
Female,0,18,27.13,488.34,1
Male,0,7,112.21,785.4699999999999,1
Female,0,10,25.1,251.0,0
Female,0,69,67.93,4687.17,0
Female,1,3,92.3,276.9,1
Male,0,44,59.32,2610.08,0
Male,0,70,41.72,2920.4,0
Female,0,14,95.91,1342.74,0
Female,1,4,98.43,393.72,0
Male,0,18,112.27,2020.86,0
Male,0,52,57.62,2996.24,0
Female,0,38,70.63,2683.94,0
Female,1,20,56.31,1126.2,0
Male,0,44,45.71,2011.24,0
Male,0,51,95.1,4850.099999999999,1
Male,1,19,53.97,1025.43,1
Female,1,68,62.81,4271.08,1
Male,1,66,60.37,3984.42,0
Female,0,13,91.27,1186.51,0
Male,0,62,111.78,6930.36,0
Male,0,61,86.68,5287.4800000000005,0
Male,0,30,67.16,2014.8,0
Male,0,30,97.92,2937.6,0
Female,0,51,84.1,4289.099999999999,0
Female,0,48,26.06,1250.88,1
Male,0,33,29.57,975.81,0
Female,0,19,23.79,452.01,0
Male,0,71,65.68,4663.280000000001,0
Male,0,57,102.59,5847.63,0
Male,0,19,51.31,974.89,0
Male,0,41,58.42,2395.2200000000003,0
Female,0,42,110.95,4659.900000000001,0
Male,0,52,103.69,5391.88,1
Male,0,4,86.5,346.0,0
Female,0,4,46.68,186.72,0
Male,1,5,31.7,158.5,0
Male,0,41,21.61,886.01,0
Male,0,61,30.7,1872.7,0
Female,1,55,49.26,2709.3,1
Male,0,13,75.18,977.34,0
Female,1,14,26.4,369.6,0
Male,1,60,33.62,2017.2,0
Male,0,25,38.11,952.75,1
Female,1,44,83.2,3660.8,0
Male,0,10,81.58,815.8,0
Male,0,71,75.08,5330.68,0
Female,0,50,45.05,2252.5,1
Female,0,44,57.11,2512.84,1
Female,1,14,29.67,415.38,1
Female,0,15,42.65,639.75,0
Female,0,16,109.77,1756.32,1
Male,0,2,117.97,235.94,0
Female,0,30,84.77,2543.1,0
Male,0,30,111.68,3350.4,0
Male,0,31,84.27,2612.37,0
Male,1,20,23.32,466.4,0
Female,0,49,119.68,5864.320000000001,0
Female,1,35,29.9,1046.5,0
Male,0,23,88.26,2029.98,1
Female,0,61,45.28,2762.08,1
Female,0,55,59.2,3256.0,0
Female,0,67,84.59,5667.530000000001,0
Female,0,8,63.65,509.2,1
Male,1,40,45.05,1802.0,0
Male,0,59,53.44,3152.96,0
Female,1,32,54.15,1732.8,1
Male,0,7,115.93,811.51,0
Female,0,2,99.86,199.72,1
Female,0,6,65.85,395.1,0
Male,1,36,39.98,1439.28,0
Male,0,32,101.1,3235.2,0
Male,1,45,35.72,1607.4,0
Female,1,42,41.05,1724.1,0
Male,0,53,56.6,2999.8,0
Female,0,9,108.03,972.27,0
Male,0,49,33.18,1625.82,0
Male,0,2,32.22,64.44,0
Female,0,67,69.4,4649.8,0
Female,0,11,47.64,524.04,0
Female,0,50,76.87,3843.5,1
Female,0,35,65.16,2280.6,0
Female,0,15,63.5,952.5,0
Female,0,31,31.2,967.2,1
Female,0,62,34.1,2114.2000000000003,0
Female,0,28,102.11,2859.08,0
Male,0,25,108.59,2714.75,0
Female,1,25,43.47,1086.75,0
Female,0,1,31.35,31.35,0
Male,0,59,25.34,1495.06,0
Female,0,69,80.83,5577.27,1
Male,0,42,91.54,3844.68,0
Male,0,34,57.28,1947.52,1
Female,1,66,87.97,5806.02,0
Male,0,18,91.3,1643.4,0
Female,0,5,113.53,567.65,0
Male,0,20,26.49,529.8,0
Male,0,66,39.23,2589.18,1
Male,0,62,26.85,1664.7,0
Female,0,32,106.8,3417.6,1
Female,0,58,99.26,5757.08,0
Male,0,50,77.46,3873.0,0
Male,0,38,28.37,1078.06,0
Female,0,55,47.33,2603.15,0
Female,1,28,49.77,1393.5600000000002,0
Male,0,22,76.07,1673.54,0
Male,0,43,45.8,1969.4,0
Female,0,36,27.3,982.8,0
Female,0,52,93.08,4840.16,0
Female,0,36,49.91,1796.7599999999998,0
Female,0,28,65.24,1826.72,0
Female,0,58,32.77,1900.66,0
Male,0,36,100.25,3609.0,1
Female,0,70,76.55,5358.5,0
Male,0,9,110.16,991.44,0
Female,0,21,69.55,1460.55,0
Male,0,64,114.14,7304.96,0
Female,0,61,109.19,6660.59,0
Female,0,40,77.65,3106.0,1
Male,0,56,113.39,6349.84,0
Male,0,4,52.31,209.24,0
Female,1,31,56.56,1753.36,0
Female,0,27,24.55,662.85,0
